Age,Work class,Education,Level of education,Marital status,Occupation,Relationship,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Annual income
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
31,Private,High school graduation,9,Never-married,Other-service,Not-in-family,Black,Male,0,0,40,United-States,<=50K
55,Private,Bachelors,13,Married civilian spouse,Tech-support,Husband,White,Male,0,0,18,United-States,>50K
49,State-gov,Doctorate,16,Married civilian spouse,Prof-specialty,Husband,Black,Male,0,1902,60,?,>50K
26,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27,Unincorporated self employment,High school graduation,9,Divorced,Transport-moving,Not-in-family,White,Male,0,0,70,United-States,<=50K
35,Private,High school graduation,9,Separated,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
40,Private,High school graduation,9,Divorced,Other-service,Not-in-family,White,Male,0,0,60,Greece,<=50K
59,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,34,United-States,<=50K
61,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
31,Private,High school graduation,9,Never-married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
43,Federal-gov,Masters,14,Divorced,Protective-serv,Not-in-family,White,Male,0,0,60,United-States,>50K
61,Private,5th-6th,3,Never-married,Handlers-cleaners,Not-in-family,Black,Male,0,2339,40,United-States,<=50K
54,Private,Academic association,12,Widowed,Administrative / clerical,Unmarried,White,Female,0,0,30,United-States,<=50K
30,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
20,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Female,0,0,50,United-States,<=50K
27,State-gov,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,Germany,<=50K
44,Incorporated self employment,Some-college,10,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,60,United-States,<=50K
64,Private,Some-college,10,Widowed,Administrative / clerical,Not-in-family,White,Female,0,0,40,Cuba,<=50K
55,Private,High school graduation,9,Divorced,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Private,High school graduation,9,Divorced,Craft-repair,Not-in-family,White,Male,6849,0,55,United-States,<=50K
61,Private,High school graduation,9,Widowed,Sales,Not-in-family,White,Female,0,0,35,United-States,<=50K
28,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,?,<=50K
34,Private,High school graduation,9,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
47,Incorporated self employment,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,0,1977,60,United-States,>50K
26,Private,Bachelors,13,Never-married,Administrative / clerical,Not-in-family,White,Male,0,0,45,United-States,<=50K
35,Private,11th,7,Never-married,Other-service,Unmarried,Amer-Indian-Eskimo,Male,0,0,40,United-States,<=50K
36,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,38,United-States,<=50K
47,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
17,Private,11th,7,Never-married,Other-service,Own-child,Black,Female,0,0,25,United-States,<=50K
35,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,<=50K
33,Private,Masters,14,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,<=50K
25,Private,Academic association,12,Married civilian spouse,Administrative / clerical,Wife,White,Female,0,0,40,United-States,<=50K
18,Private,10th,6,Never-married,Sales,Own-child,White,Male,0,0,10,United-States,<=50K
47,State-gov,Masters,14,Separated,Prof-specialty,Not-in-family,White,Male,0,0,38,United-States,<=50K
44,Private,High school graduation,9,Widowed,Other-service,Unmarried,Black,Female,0,0,30,United-States,<=50K
41,Private,High school graduation,9,Divorced,Other-service,Unmarried,White,Female,0,0,30,United-States,<=50K
30,Private,Bachelors,13,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Unincorporated self employment,Some-college,10,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
53,Private,High school graduation,9,Widowed,Other-service,Unmarried,Black,Female,0,0,20,United-States,<=50K
40,Private,High school graduation,9,Married civilian spouse,Sales,Wife,White,Female,5013,0,20,United-States,<=50K
24,Private,Some-college,10,Never-married,Administrative / clerical,Not-in-family,White,Male,0,2205,24,United-States,<=50K
27,Private,Bachelors,13,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
50,Private,5th-6th,3,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,37,Mexico,<=50K
36,Private,11th,7,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,<=50K
41,Private,1st-4th,2,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,>50K
41,Private,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,High school graduation,9,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,<=50K
32,Federal-gov,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,48,United-States,<=50K
22,Private,10th,6,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
18,Local-gov,12th,8,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
39,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,Black,Male,0,0,30,United-States,<=50K
38,Private,High school graduation,9,Married civilian spouse,Executive / managerial,Wife,White,Female,0,0,55,United-States,<=50K
35,State-gov,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
54,Unincorporated self employment,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,Masters,14,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,>50K
63,Local-gov,High school graduation,9,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,55,United-States,<=50K
39,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,48,United-States,<=50K
57,Unincorporated self employment,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
58,Incorporated self employment,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,0,1977,50,United-States,>50K
29,Private,Bachelors,13,Never-married,Administrative / clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Japan,<=50K
17,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
40,Private,High school graduation,9,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
69,Unincorporated self employment,Some-college,10,Married civilian spouse,Other-service,Wife,White,Female,0,0,15,United-States,<=50K
28,Private,10th,6,Divorced,Sales,Not-in-family,White,Female,0,0,40,United-States,<=50K
38,Private,9th,5,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
44,Private,Professional school,15,Never-married,Prof-specialty,Not-in-family,White,Male,14084,0,40,United-States,>50K
45,Local-gov,Professional school,15,Divorced,Prof-specialty,Unmarried,Black,Female,0,1726,40,United-States,<=50K
33,State-gov,Bachelors,13,Married civilian spouse,Administrative / clerical,Husband,Black,Male,0,0,40,United-States,<=50K
41,Local-gov,Some-college,10,Married civilian spouse,Other-service,Husband,White,Male,0,1485,40,United-States,>50K
37,Incorporated self employment,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,7688,0,60,United-States,>50K
50,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,45,United-States,>50K
48,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
26,?,High school graduation,9,Never-married,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
36,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,60,United-States,>50K
21,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,0,0,37,United-States,<=50K
37,Private,Academic association,12,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
20,State-gov,Some-college,10,Never-married,Prof-specialty,Own-child,White,Female,0,0,20,United-States,<=50K
54,Unincorporated self employment,High school graduation,9,Married civilian spouse,Sales,Wife,White,Female,0,0,30,United-States,<=50K
28,Private,High school graduation,9,Separated,Sales,Other-relative,White,Female,0,0,40,United-States,<=50K
27,Private,Some-college,10,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
33,Private,Vocational association,11,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,?,High school graduation,9,Married civilian spouse,?,Husband,White,Male,0,0,40,United-States,<=50K
28,?,11th,7,Divorced,?,Unmarried,White,Female,0,0,58,Canada,<=50K
17,?,10th,6,Never-married,?,Own-child,White,Male,0,0,40,United-States,<=50K
40,Unincorporated self employment,Professional school,15,Never-married,Prof-specialty,Not-in-family,White,Male,0,2444,45,United-States,>50K
47,Private,Masters,14,Married civilian spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
44,Private,1st-4th,2,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,El-Salvador,<=50K
25,Private,12th,8,Never-married,Handlers-cleaners,Unmarried,White,Male,0,0,43,United-States,<=50K
35,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,<=50K
29,Private,Some-college,10,Married civilian spouse,Sales,Wife,White,Female,0,0,25,United-States,<=50K
30,Private,High school graduation,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,40,United-States,<=50K
30,Private,Some-college,10,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
56,Unincorporated self employment,7th-8th,4,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
25,Unincorporated self employment,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,<=50K
28,Private,High school graduation,9,Never-married,Handlers-cleaners,Own-child,Black,Male,0,0,40,United-States,<=50K
43,Unincorporated self employment,9th,5,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Local-gov,High school graduation,9,Married civilian spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,>50K
46,Unincorporated self employment,Bachelors,13,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
41,State-gov,Masters,14,Divorced,Prof-specialty,Unmarried,White,Female,0,0,35,United-States,<=50K
38,Federal-gov,Academic association,12,Married civilian spouse,Administrative / clerical,Wife,White,Female,7688,0,33,United-States,>50K
29,Private,High school graduation,9,Never-married,Protective-serv,Other-relative,Black,Male,0,0,40,United-States,<=50K
25,Private,5th-6th,3,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Mexico,<=50K
56,Private,11th,7,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,<=50K
31,Private,7th-8th,4,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
22,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,0,0,40,United-States,<=50K
31,Private,High school graduation,9,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,<=50K
28,Private,Some-college,10,Separated,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
53,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,Black,Male,0,0,40,United-States,<=50K
45,Private,Masters,14,Divorced,Executive / managerial,Not-in-family,White,Female,0,0,50,United-States,>50K
71,Private,Preschool,1,Widowed,Craft-repair,Unmarried,Black,Male,0,0,10,United-States,<=50K
65,?,High school graduation,9,Widowed,?,Unmarried,White,Female,0,0,40,United-States,<=50K
39,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,7298,0,50,United-States,>50K
19,Federal-gov,High school graduation,9,Married spouse in armed forces,Sales,Wife,White,Female,0,0,40,United-States,<=50K
34,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,High school graduation,9,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,45,United-States,<=50K
40,Private,High school graduation,9,Married-spouse-absent,Other-service,Own-child,White,Female,0,0,40,United-States,<=50K
90,Private,Some-college,10,Separated,Administrative / clerical,Own-child,White,Female,0,0,40,Puerto-Rico,<=50K
56,Private,Professional school,15,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,16,United-States,<=50K
21,Private,High school graduation,9,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,45,United-States,>50K
45,Private,Some-college,10,Separated,Administrative / clerical,Unmarried,White,Female,0,0,27,United-States,<=50K
46,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
64,Private,10th,6,Separated,Other-service,Not-in-family,White,Female,0,0,35,United-States,<=50K
29,Local-gov,Masters,14,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,0,0,40,Taiwan,<=50K
22,Private,High school graduation,9,Divorced,Tech-support,Unmarried,White,Female,0,0,30,Germany,<=50K
47,Private,High school graduation,9,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,48,Italy,>50K
67,Incorporated self employment,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,2392,75,United-States,>50K
43,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
31,Private,Some-college,10,Married civilian spouse,Other-service,Husband,White,Male,0,1672,50,United-States,<=50K
53,Private,11th,7,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
81,Private,9th,5,Widowed,Priv-house-serv,Not-in-family,Black,Female,2062,0,5,United-States,<=50K
33,Local-gov,High school graduation,9,Divorced,Administrative / clerical,Own-child,White,Female,0,1138,40,United-States,<=50K
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,0,0,8,United-States,<=50K
55,Incorporated self employment,Professional school,15,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,?,>50K
28,Private,High school graduation,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,United-States,<=50K
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
40,Private,High school graduation,9,Separated,Administrative / clerical,Unmarried,White,Female,0,0,45,United-States,<=50K
30,Local-gov,Masters,14,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
26,Private,Masters,14,Married civilian spouse,Sales,Wife,White,Female,0,0,40,United-States,<=50K
38,Private,Some-college,10,Divorced,Sales,Unmarried,White,Female,0,0,38,United-States,<=50K
30,Private,High school graduation,9,Married civilian spouse,Tech-support,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,50,United-States,<=50K
40,Private,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
63,Unincorporated self employment,High school graduation,9,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,98,United-States,<=50K
23,Private,7th-8th,4,Never-married,Craft-repair,Other-relative,White,Male,0,0,36,United-States,<=50K
56,Private,High school graduation,9,Divorced,Craft-repair,Unmarried,Black,Male,0,0,40,United-States,<=50K
42,Unincorporated self employment,Vocational association,11,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,60,United-States,<=50K
40,Private,High school graduation,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,Canada,<=50K
49,Private,Academic association,12,Married civilian spouse,Sales,Wife,White,Female,0,1902,40,United-States,>50K
35,Private,High school graduation,9,Married-spouse-absent,Craft-repair,Not-in-family,Asian-Pac-Islander,Male,0,0,40,?,<=50K
52,Private,High school graduation,9,Divorced,Machine-op-inspct,Own-child,Black,Female,0,0,35,United-States,<=50K
28,Private,Bachelors,13,Never-married,Administrative / clerical,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,10th,6,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,70,United-States,<=50K
21,?,Some-college,10,Never-married,?,Own-child,White,Female,0,0,5,United-States,<=50K
43,Unincorporated self employment,High school graduation,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,United-States,<=50K
32,?,Vocational association,11,Never-married,?,Unmarried,White,Female,0,0,2,United-States,<=50K
29,Unincorporated self employment,Professional school,15,Never-married,Prof-specialty,Own-child,White,Male,0,0,50,Italy,>50K
23,Private,Bachelors,13,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,25,United-States,<=50K
50,Local-gov,Some-college,10,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,1740,48,United-States,<=50K
34,Private,Some-college,10,Never-married,Other-service,Own-child,Black,Male,0,0,40,United-States,<=50K
19,Private,High school graduation,9,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
47,Private,11th,7,Married civilian spouse,Machine-op-inspct,Wife,Black,Female,0,0,40,United-States,<=50K
37,Unincorporated self employment,Some-college,10,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,40,United-States,<=50K
25,Private,High school graduation,9,Never-married,Sales,Unmarried,Black,Female,0,0,35,United-States,<=50K
75,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,35,United-States,>50K
24,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,State-gov,Bachelors,13,Never-married,Tech-support,Own-child,Asian-Pac-Islander,Male,0,0,20,United-States,<=50K
17,Local-gov,11th,7,Never-married,Other-service,Own-child,White,Female,0,0,16,United-States,<=50K
31,Private,High school graduation,9,Never-married,Craft-repair,Own-child,Black,Male,0,0,40,United-States,<=50K
31,Private,Preschool,1,Never-married,Other-service,Other-relative,White,Female,0,0,35,Mexico,<=50K
18,?,High school graduation,9,Never-married,?,Own-child,White,Male,0,0,10,United-States,<=50K
45,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,55,United-States,>50K
31,Private,High school graduation,9,Never-married,Craft-repair,Own-child,White,Male,0,0,42,United-States,<=50K
27,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,42,United-States,>50K
48,Private,Some-college,10,Widowed,Executive / managerial,Unmarried,Black,Female,0,1669,38,United-States,<=50K
22,?,High school graduation,9,Married civilian spouse,?,Wife,White,Female,0,0,22,United-States,<=50K
34,Private,Bachelors,13,Married civilian spouse,Protective-serv,Husband,Black,Male,0,0,30,United-States,<=50K
26,Private,High school graduation,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,<=50K
53,Private,Some-college,10,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
60,Private,Bachelors,13,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,35,United-States,>50K
49,Local-gov,Masters,14,Separated,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,<=50K
40,Private,Some-college,10,Divorced,Executive / managerial,Not-in-family,White,Female,0,0,40,United-States,<=50K
48,Incorporated self employment,10th,6,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,80,United-States,<=50K
23,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,50,United-States,<=50K
68,?,7th-8th,4,Widowed,?,Not-in-family,Black,Male,0,0,10,United-States,<=50K
42,Private,Vocational association,11,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
37,Unincorporated self employment,High school graduation,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,85,United-States,<=50K
27,Private,High school graduation,9,Never-married,Craft-repair,Own-child,White,Female,0,0,45,United-States,<=50K
38,Private,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,44,United-States,>50K
27,Private,High school graduation,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,35,Ireland,<=50K
75,Private,High school graduation,9,Widowed,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
49,Incorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,52,United-States,>50K
27,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,20,United-States,<=50K
36,Unincorporated self employment,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,0,0,50,Mexico,<=50K
36,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,3103,0,45,United-States,>50K
35,Private,High school graduation,9,Divorced,Handlers-cleaners,Own-child,White,Male,0,0,35,United-States,<=50K
36,Private,High school graduation,9,Married civilian spouse,Sales,Husband,White,Male,0,0,40,United-States,>50K
53,Private,11th,7,Married civilian spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,<=50K
27,Private,Some-college,10,Never-married,Administrative / clerical,Unmarried,Black,Female,0,0,40,United-States,<=50K
34,Private,High school graduation,9,Divorced,Craft-repair,Not-in-family,White,Male,3325,0,35,United-States,<=50K
61,Private,Some-college,10,Married civilian spouse,Sales,Husband,White,Male,0,0,44,United-States,>50K
29,Private,High school graduation,9,Divorced,Machine-op-inspct,Unmarried,White,Male,0,0,56,United-States,<=50K
40,State-gov,Some-college,10,Divorced,Administrative / clerical,Unmarried,Black,Female,0,0,35,United-States,<=50K
37,Private,Masters,14,Never-married,Executive / managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
22,Private,9th,5,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,30,United-States,<=50K
43,Incorporated self employment,Some-college,10,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
55,Unincorporated self employment,High school graduation,9,Married civilian spouse,Farming-fishing,Husband,White,Male,0,0,30,United-States,<=50K
28,Private,Some-college,10,Divorced,Administrative / clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
23,Private,Bachelors,13,Never-married,Other-service,Own-child,White,Female,0,0,30,United-States,<=50K
64,Local-gov,11th,7,Married civilian spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,>50K
46,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
29,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
44,Private,Masters,14,Married civilian spouse,Executive / managerial,Husband,Asian-Pac-Islander,Male,0,0,48,India,<=50K
20,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,<=50K
62,Unincorporated self employment,Some-college,10,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
49,Private,Vocational association,11,Never-married,Executive / managerial,Unmarried,White,Female,0,0,35,Columbia,<=50K
29,Private,10th,6,Married civilian spouse,Farming-fishing,Wife,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
35,Unincorporated self employment,Bachelors,13,Married civilian spouse,Sales,Husband,White,Male,0,0,60,Japan,<=50K
39,Local-gov,11th,7,Married civilian spouse,Transport-moving,Husband,White,Male,0,0,30,United-States,<=50K
39,Private,Bachelors,13,Never-married,Executive / managerial,Not-in-family,White,Male,0,0,45,United-States,<=50K
37,Private,High school graduation,9,Divorced,Machine-op-inspct,Other-relative,White,Female,0,0,32,United-States,<=50K
38,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,2829,0,30,Mexico,<=50K
72,?,High school graduation,9,Married civilian spouse,?,Husband,White,Male,0,0,8,United-States,<=50K
31,Private,7th-8th,4,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
55,Private,7th-8th,4,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
38,Private,Some-college,10,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
33,Private,Some-college,10,Divorced,Sales,Not-in-family,White,Female,0,0,25,United-States,<=50K
25,Private,Academic association,12,Never-married,Administrative / clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
19,?,Some-college,10,Never-married,?,Own-child,White,Male,0,0,30,United-States,<=50K
37,Private,Vocational association,11,Divorced,Tech-support,Unmarried,White,Female,0,0,52,United-States,<=50K
49,Private,Some-college,10,Divorced,Tech-support,Other-relative,White,Male,0,0,35,United-States,<=50K
26,Private,High school graduation,9,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,<=50K
35,Private,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,<=50K
44,Incorporated self employment,High school graduation,9,Married civilian spouse,Sales,Wife,White,Female,0,0,60,United-States,<=50K
37,Private,Masters,14,Separated,Executive / managerial,Not-in-family,White,Male,0,0,45,United-States,>50K
42,Private,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,>50K
64,State-gov,Doctorate,16,Never-married,Prof-specialty,Not-in-family,White,Female,4787,0,40,United-States,>50K
28,Private,High school graduation,9,Married civilian spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,>50K
35,Unincorporated self employment,High school graduation,9,Never-married,Executive / managerial,Not-in-family,White,Male,4650,0,50,United-States,<=50K
40,State-gov,Bachelors,13,Married civilian spouse,Administrative / clerical,Husband,White,Male,0,0,40,United-States,<=50K
55,Federal-gov,Bachelors,13,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
21,Private,High school graduation,9,Never-married,Farming-fishing,Own-child,White,Male,0,0,65,United-States,<=50K
49,Private,Some-college,10,Never-married,Executive / managerial,Not-in-family,Black,Female,0,0,40,United-States,<=50K
51,State-gov,Doctorate,16,Married civilian spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
57,Private,Professional school,15,Married civilian spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,1902,40,Philippines,>50K
51,Private,Bachelors,13,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,>50K
38,Private,10th,6,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,?,<=50K
24,Private,High school graduation,9,Never-married,Sales,Own-child,White,Female,0,1762,32,United-States,<=50K
45,Unincorporated self employment,High school graduation,9,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,40,England,<=50K
28,Private,High school graduation,9,Married civilian spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,<=50K
42,Incorporated self employment,Professional school,15,Married civilian spouse,Prof-specialty,Husband,White,Male,0,2415,60,United-States,>50K
22,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
28,State-gov,Masters,14,Married civilian spouse,Executive / managerial,Husband,White,Male,0,0,40,United-States,<=50K
60,Private,High school graduation,9,Widowed,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
31,Private,High school graduation,9,Separated,Machine-op-inspct,Unmarried,White,Female,0,2238,40,United-States,<=50K
47,Private,Some-college,10,Married civilian spouse,Craft-repair,Husband,White,Male,0,0,75,United-States,>50K
40,?,High school graduation,9,Divorced,?,Not-in-family,White,Male,0,0,25,United-States,<=50K
30,Private,High school graduation,9,Married spouse in armed forces,Administrative / clerical,Husband,White,Male,0,0,60,United-States,<=50K
61,Private,Masters,14,Married civilian spouse,Sales,Husband,White,Male,0,0,60,United-States,>50K
